IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码,端口
104.24.196.131,4,4,0.00,203.22,0.00,LAX,443
104.18.215.70,4,4,0.00,203.22,0.00,LAX,443
104.25.15.27,4,4,0.00,203.22,0.00,LAX,443
104.18.166.95,4,4,0.00,203.23,0.00,LAX,443
104.25.32.83,4,4,0.00,203.23,0.00,LAX,443
104.27.126.156,4,4,0.00,203.23,0.00,LAX,443
104.27.125.65,4,4,0.00,203.23,0.00,LAX,443
104.18.164.57,4,4,0.00,203.24,0.00,LAX,443
104.20.12.238,4,4,0.00,203.24,0.00,LAX,443
104.18.213.59,4,4,0.00,203.26,0.00,LAX,443
104.25.181.150,4,4,0.00,203.26,0.00,LAX,443
104.25.178.236,4,4,0.00,203.26,0.00,LAX,443
104.25.161.186,4,4,0.00,203.26,0.00,LAX,443
104.25.165.155,4,4,0.00,203.26,0.00,LAX,443
104.25.162.200,4,4,0.00,203.26,0.00,LAX,443
104.25.174.64,4,4,0.00,203.26,0.00,LAX,443
172.67.163.117,4,4,0.00,203.26,0.00,SEA,443
172.67.79.202,4,4,0.00,203.27,0.00,SEA,443
104.25.156.169,4,4,0.00,203.27,0.00,LAX,443
104.25.33.177,4,4,0.00,203.28,0.00,LAX,443
104.16.41.148,4,4,0.00,203.30,0.00,LAX,443
104.16.37.64,4,4,0.00,203.30,0.00,LAX,443
104.16.175.134,4,4,0.00,203.30,0.00,LAX,443
172.66.196.202,4,4,0.00,203.31,0.00,LAX,443
162.159.232.138,4,4,0.00,203.31,0.00,LAX,443
104.16.32.208,4,4,0.00,203.31,0.00,LAX,443
104.16.33.250,4,4,0.00,203.31,0.00,LAX,443
104.21.7.206,4,4,0.00,203.31,0.00,LAX,443
104.18.14.226,4,4,0.00,203.32,0.00,SEA,443
104.24.204.137,4,4,0.00,203.34,0.00,LAX,443
104.24.190.44,4,4,0.00,203.34,0.00,LAX,443
104.25.160.13,4,4,0.00,203.34,0.00,LAX,443
162.159.20.156,4,4,0.00,203.34,0.00,LAX,443
162.159.6.15,4,4,0.00,203.34,0.00,LAX,443
104.18.180.35,4,4,0.00,203.34,0.00,LAX,443
104.18.173.102,4,4,0.00,203.34,0.00,LAX,443
104.16.0.130,4,4,0.00,203.35,0.00,LAX,443
104.25.29.92,4,4,0.00,203.36,0.00,LAX,443
104.25.28.25,4,4,0.00,203.36,0.00,LAX,443
104.18.209.169,4,4,0.00,203.36,0.00,LAX,443
104.19.190.226,4,4,0.00,203.36,0.00,LAX,443
104.17.47.127,4,4,0.00,203.37,0.00,LAX,443
104.24.227.223,4,4,0.00,203.37,0.00,LAX,443
104.25.158.61,4,4,0.00,203.37,0.00,LAX,443
104.24.163.193,4,4,0.00,203.38,0.00,LAX,443
104.24.210.218,4,4,0.00,203.42,0.00,LAX,443
104.24.194.221,4,4,0.00,203.42,0.00,LAX,443
104.24.205.225,4,4,0.00,203.42,0.00,LAX,443
172.66.194.247,4,4,0.00,203.42,0.00,LAX,443
172.66.204.158,4,4,0.00,203.42,0.00,LAX,443
104.20.14.193,4,4,0.00,203.42,0.00,LAX,443
104.20.27.194,4,4,0.00,203.42,0.00,LAX,443
104.20.18.185,4,4,0.00,203.42,0.00,LAX,443
104.20.20.235,4,4,0.00,203.42,0.00,LAX,443
104.16.174.248,4,4,0.00,203.44,0.00,LAX,443
104.17.202.33,4,4,0.00,203.44,0.00,LAX,443
104.17.203.220,4,4,0.00,203.44,0.00,LAX,443
104.16.24.164,4,4,0.00,203.45,0.00,LAX,443
172.67.145.232,4,4,0.00,203.46,0.00,SEA,443
172.67.147.110,4,4,0.00,203.46,0.00,SEA,443
104.25.26.4,4,4,0.00,203.46,0.00,LAX,443
104.16.22.236,4,4,0.00,203.46,0.00,LAX,443
104.16.39.95,4,4,0.00,203.46,0.00,LAX,443
104.16.19.239,4,4,0.00,203.46,0.00,LAX,443
104.27.90.181,4,4,0.00,203.47,0.00,LAX,443
172.65.169.153,4,4,0.00,203.47,0.00,LAX,443
172.67.117.40,4,4,0.00,203.47,0.00,LAX,443
104.25.231.32,4,4,0.00,203.48,0.00,LAX,443
104.25.230.67,4,4,0.00,203.48,0.00,LAX,443
172.66.195.96,4,4,0.00,203.49,0.00,LAX,443
104.21.6.140,4,4,0.00,203.49,0.00,LAX,443
104.21.10.134,4,4,0.00,203.49,0.00,LAX,443
104.24.238.176,4,4,0.00,203.50,0.00,LAX,443
104.18.157.110,4,4,0.00,203.50,0.00,LAX,443
104.24.43.24,4,4,0.00,203.50,0.00,LAX,443
104.19.254.67,4,4,0.00,203.51,0.00,LAX,443
104.25.123.39,4,4,0.00,203.51,0.00,LAX,443
172.67.81.85,4,4,0.00,203.51,0.00,LAX,443
104.18.170.53,4,4,0.00,203.53,0.00,LAX,443
104.18.182.190,4,4,0.00,203.53,0.00,LAX,443
104.17.45.174,4,4,0.00,203.53,0.00,LAX,443
104.17.46.155,4,4,0.00,203.53,0.00,LAX,443
162.159.3.123,4,4,0.00,203.54,0.00,LAX,443
104.16.21.62,4,4,0.00,203.55,0.00,LAX,443
104.16.18.84,4,4,0.00,203.55,0.00,LAX,443
104.21.193.239,4,4,0.00,203.55,0.00,LAX,443
104.20.55.119,4,4,0.00,203.56,0.00,FRA,443
104.16.205.96,4,4,0.00,203.56,0.00,LAX,443
162.159.255.191,4,4,0.00,203.56,0.00,LAX,443
162.159.252.158,4,4,0.00,203.56,0.00,LAX,443
104.20.15.110,4,4,0.00,203.57,0.00,LAX,443
104.19.250.88,4,4,0.00,203.57,0.00,LAX,443
162.159.2.199,4,4,0.00,203.58,0.00,LAX,443
162.159.14.177,4,4,0.00,203.58,0.00,LAX,443
162.159.5.238,4,4,0.00,203.58,0.00,LAX,443
104.21.117.80,4,4,0.00,203.58,0.00,LAX,443
172.67.144.192,4,4,0.00,203.58,0.00,SEA,443
104.21.113.140,4,4,0.00,203.58,0.00,LAX,443
104.16.217.150,4,4,0.00,203.59,0.00,LAX,443
172.66.167.236,4,4,0.00,203.59,0.00,LAX,443
172.66.170.186,4,4,0.00,203.59,0.00,LAX,443
172.66.158.94,4,4,0.00,203.59,0.00,LAX,443
104.24.47.43,4,4,0.00,203.59,0.00,LAX,443
104.24.211.204,4,4,0.00,203.60,0.00,LAX,443
104.20.13.111,4,4,0.00,203.60,0.00,LAX,443
104.20.25.40,4,4,0.00,203.60,0.00,LAX,443
104.19.28.47,4,4,0.00,203.60,0.00,LAX,443
104.16.38.220,4,4,0.00,203.64,0.00,LAX,443
104.16.36.94,4,4,0.00,203.64,0.00,LAX,443
172.67.115.58,4,4,0.00,203.64,0.00,LAX,443
104.21.11.119,4,4,0.00,203.64,0.00,LAX,443
104.21.12.76,4,4,0.00,203.64,0.00,LAX,443
104.19.3.23,4,4,0.00,203.66,0.00,LAX,443
104.19.2.20,4,4,0.00,203.66,0.00,LAX,443
104.25.153.233,4,4,0.00,203.66,0.00,LAX,443
104.25.232.67,4,4,0.00,203.66,0.00,LAX,443
104.21.8.33,4,4,0.00,203.66,0.00,LAX,443
104.24.192.11,4,4,0.00,203.67,0.00,LAX,443
104.24.213.180,4,4,0.00,203.67,0.00,LAX,443
104.17.200.74,4,4,0.00,203.67,0.00,LAX,443
104.17.207.13,4,4,0.00,203.67,0.00,LAX,443
104.18.221.21,4,4,0.00,203.68,0.00,LAX,443
104.18.245.144,4,4,0.00,203.68,0.00,LAX,443
172.64.234.85,4,4,0.00,203.68,0.00,DEN,443
104.18.214.254,4,4,0.00,203.69,0.00,LAX,443
104.18.208.178,4,4,0.00,203.69,0.00,LAX,443
104.21.192.154,4,4,0.00,203.69,0.00,LAX,443
162.159.235.16,4,4,0.00,203.70,0.00,LAX,443
162.159.4.234,4,4,0.00,203.71,0.00,LAX,443
162.159.12.21,4,4,0.00,203.71,0.00,LAX,443
162.159.9.224,4,4,0.00,203.71,0.00,LAX,443
162.159.7.176,4,4,0.00,203.71,0.00,LAX,443
104.21.105.97,4,4,0.00,203.71,0.00,LAX,443
104.24.53.90,4,4,0.00,203.72,0.00,LAX,443
172.65.170.93,4,4,0.00,203.72,0.00,LAX,443
104.21.115.200,4,4,0.00,203.73,0.00,LAX,443
172.67.70.229,4,4,0.00,203.73,0.00,SEA,443
162.159.251.206,4,4,0.00,203.73,0.00,LAX,443
104.21.59.233,4,4,0.00,203.73,0.00,LAX,443
172.66.156.160,4,4,0.00,203.73,0.00,LAX,443
104.16.30.22,4,4,0.00,203.74,0.00,LAX,443
104.16.34.89,4,4,0.00,203.74,0.00,LAX,443
104.19.4.161,4,4,0.00,203.74,0.00,LAX,443
104.19.7.154,4,4,0.00,203.74,0.00,LAX,443
162.159.160.241,4,4,0.00,203.75,0.00,FRA,443
104.24.221.234,4,4,0.00,203.75,0.00,LAX,443
172.66.197.230,4,4,0.00,203.76,0.00,LAX,443
104.24.236.231,4,4,0.00,203.78,0.00,LAX,443
198.41.216.203,4,4,0.00,203.78,0.00,LAX,443
104.21.121.235,4,4,0.00,203.78,0.00,LAX,443
104.21.198.105,4,4,0.00,203.79,0.00,LAX,443
104.16.20.18,4,4,0.00,203.79,0.00,LAX,443
104.21.122.87,4,4,0.00,203.80,0.00,LAX,443
104.16.119.52,4,4,0.00,203.81,0.00,LAX,443
104.17.205.236,4,4,0.00,203.81,0.00,LAX,443
104.17.201.89,4,4,0.00,203.81,0.00,LAX,443
104.25.132.188,4,4,0.00,203.82,0.00,LAX,443
172.67.71.187,4,4,0.00,203.82,0.00,SEA,443
172.67.64.8,4,4,0.00,203.82,0.00,SEA,443
172.67.74.83,4,4,0.00,203.82,0.00,SEA,443
172.67.73.153,4,4,0.00,203.82,0.00,SEA,443
172.67.253.184,4,4,0.00,203.82,0.00,LAX,443
104.18.252.39,4,4,0.00,203.82,0.00,LAX,443
104.21.125.138,4,4,0.00,203.83,0.00,LAX,443
104.21.111.155,4,4,0.00,203.84,0.00,LAX,443
172.66.159.203,4,4,0.00,203.85,0.00,LAX,443
172.65.164.47,4,4,0.00,203.85,0.00,LAX,443
104.16.27.28,4,4,0.00,203.85,0.00,LAX,443
172.66.160.140,4,4,0.00,203.85,0.00,LAX,443
104.25.198.143,4,4,0.00,203.86,0.00,LAX,443
104.18.217.197,4,4,0.00,203.86,0.00,LAX,443
104.21.106.28,4,4,0.00,203.86,0.00,LAX,443
104.16.42.65,4,4,0.00,203.87,0.00,LAX,443
104.24.222.249,4,4,0.00,203.88,0.00,LAX,443
104.21.114.22,4,4,0.00,203.88,0.00,LAX,443
104.24.225.95,4,4,0.00,203.89,0.00,LAX,443
104.24.234.128,4,4,0.00,203.89,0.00,LAX,443
104.24.231.109,4,4,0.00,203.89,0.00,LAX,443
104.21.200.26,4,4,0.00,203.89,0.00,LAX,443
172.67.166.101,4,4,0.00,203.89,0.00,SEA,443
104.16.208.94,4,4,0.00,203.89,0.00,LAX,443
104.20.51.134,4,4,0.00,203.89,0.00,FRA,443
104.21.206.231,4,4,0.00,203.90,0.00,LAX,443
104.21.26.191,4,4,0.00,203.91,0.00,SEA,443
104.21.108.245,4,4,0.00,203.92,0.00,LAX,443
104.25.236.162,4,4,0.00,203.92,0.00,LAX,443
104.25.238.96,4,4,0.00,203.92,0.00,LAX,443
104.25.235.68,4,4,0.00,203.92,0.00,LAX,443
172.67.255.98,4,4,0.00,203.93,0.00,LAX,443
162.159.16.76,4,4,0.00,203.94,0.00,LAX,443
162.159.0.198,4,4,0.00,203.94,0.00,LAX,443
172.67.67.243,4,4,0.00,203.95,0.00,SEA,443
172.67.69.192,4,4,0.00,203.95,0.00,SEA,443
104.21.58.85,4,4,0.00,203.95,0.00,LAX,443
104.24.171.51,4,4,0.00,203.95,0.00,LAX,443
104.24.172.230,4,4,0.00,203.95,0.00,LAX,443
104.16.162.145,4,4,0.00,203.96,0.00,LAX,443
104.21.120.41,4,4,0.00,203.97,0.00,LAX,443
104.21.123.30,4,4,0.00,203.97,0.00,LAX,443
104.24.237.217,4,4,0.00,203.97,0.00,LAX,443
104.24.235.132,4,4,0.00,203.97,0.00,LAX,443
104.18.220.76,4,4,0.00,203.97,0.00,LAX,443
104.21.124.83,4,4,0.00,203.98,0.00,LAX,443
104.21.213.70,4,4,0.00,203.98,0.00,LAX,443
104.16.28.183,4,4,0.00,203.98,0.00,LAX,443
172.66.161.182,4,4,0.00,203.98,0.00,LAX,443
172.66.166.229,4,4,0.00,203.98,0.00,LAX,443
172.66.164.222,4,4,0.00,203.98,0.00,LAX,443
172.66.165.229,4,4,0.00,203.98,0.00,LAX,443
172.66.162.190,4,4,0.00,203.98,0.00,LAX,443
172.66.168.165,4,4,0.00,203.98,0.00,LAX,443
172.66.163.195,4,4,0.00,203.98,0.00,LAX,443
104.18.218.226,4,4,0.00,203.98,0.00,LAX,443
104.24.230.49,4,4,0.00,204.00,0.00,LAX,443
104.24.232.57,4,4,0.00,204.00,0.00,LAX,443
104.25.169.246,4,4,0.00,204.01,0.00,LAX,443
104.25.177.206,4,4,0.00,204.01,0.00,LAX,443
104.25.175.150,4,4,0.00,204.01,0.00,LAX,443
104.25.199.168,4,4,0.00,204.01,0.00,LAX,443
104.25.233.46,4,4,0.00,204.02,0.00,LAX,443
104.25.237.220,4,4,0.00,204.02,0.00,LAX,443
104.25.239.89,4,4,0.00,204.02,0.00,LAX,443
104.21.110.51,4,4,0.00,204.03,0.00,LAX,443
104.19.12.214,4,4,0.00,204.04,0.00,LAX,443
172.67.231.133,4,4,0.00,204.05,0.00,LAX,443
104.24.226.11,4,4,0.00,204.05,0.00,LAX,443
104.25.228.182,4,4,0.00,204.06,0.00,LAX,443
172.66.135.34,4,4,0.00,204.08,0.00,LAX,443
172.66.133.10,4,4,0.00,204.08,0.00,LAX,443
104.21.112.28,4,4,0.00,204.08,0.00,LAX,443
104.17.204.104,4,4,0.00,204.09,0.00,LAX,443
104.21.5.186,4,4,0.00,204.09,0.00,LAX,443
104.21.119.126,4,4,0.00,204.11,0.00,LAX,443
104.18.216.116,4,4,0.00,204.13,0.00,LAX,443
104.20.28.225,4,4,0.00,204.13,0.00,LAX,443
104.25.234.46,4,4,0.00,204.13,0.00,LAX,443
172.66.40.202,4,4,0.00,204.16,0.00,SEA,443
104.21.126.72,4,4,0.00,204.17,0.00,LAX,443
104.21.127.203,4,4,0.00,204.17,0.00,LAX,443
104.16.131.169,4,4,0.00,204.17,0.00,LAX,443
104.19.11.163,4,4,0.00,204.18,0.00,LAX,443
104.24.223.253,4,4,0.00,204.18,0.00,LAX,443
104.24.229.81,4,4,0.00,204.18,0.00,LAX,443
104.25.190.42,4,4,0.00,204.18,0.00,LAX,443
104.25.196.5,4,4,0.00,204.18,0.00,LAX,443
104.25.195.105,4,4,0.00,204.18,0.00,LAX,443
104.25.197.156,4,4,0.00,204.18,0.00,LAX,443
104.25.200.222,4,4,0.00,204.18,0.00,LAX,443
104.25.192.21,4,4,0.00,204.18,0.00,LAX,443
104.19.9.53,4,4,0.00,204.18,0.00,LAX,443
104.21.204.40,4,4,0.00,204.18,0.00,LAX,443
104.21.205.75,4,4,0.00,204.18,0.00,LAX,443
104.24.179.21,4,4,0.00,204.18,0.00,LAX,443
104.24.180.180,4,4,0.00,204.18,0.00,LAX,443
104.25.193.32,4,4,0.00,204.19,0.00,LAX,443
104.25.191.176,4,4,0.00,204.19,0.00,LAX,443
104.25.194.124,4,4,0.00,204.19,0.00,LAX,443
162.159.250.107,4,4,0.00,204.20,0.00,LAX,443
162.159.243.61,4,4,0.00,204.20,0.00,LAX,443
172.67.68.125,4,4,0.00,204.20,0.00,SEA,443
172.67.229.174,4,4,0.00,204.20,0.00,LAX,443
104.16.138.221,4,4,0.00,204.20,0.00,LAX,443
104.21.55.63,4,4,0.00,204.21,0.00,LAX,443
172.66.131.111,4,4,0.00,204.21,0.00,LAX,443
172.66.134.215,4,4,0.00,204.21,0.00,LAX,443
172.65.171.226,4,4,0.00,204.21,0.00,LAX,443
104.21.109.191,4,4,0.00,204.21,0.00,LAX,443
104.25.184.215,4,4,0.00,204.21,0.00,LAX,443
104.24.176.157,4,4,0.00,204.21,0.00,LAX,443
104.24.254.192,4,4,0.00,204.21,0.00,LAX,443
104.24.46.171,4,4,0.00,204.22,0.00,LAX,443
104.25.150.171,4,4,0.00,204.22,0.00,LAX,443
104.19.21.148,4,4,0.00,204.25,0.00,LAX,443
172.67.159.120,4,4,0.00,204.26,0.00,SEA,443
104.24.220.94,4,4,0.00,204.28,0.00,LAX,443
104.16.113.90,4,4,0.00,204.29,0.00,LAX,443
104.16.221.234,4,4,0.00,204.29,0.00,LAX,443
104.21.194.196,4,4,0.00,204.30,0.00,LAX,443
162.159.24.204,4,4,0.00,204.30,0.00,LAX,443
104.16.86.107,4,4,0.00,204.30,0.00,LAX,443
104.21.209.22,4,4,0.00,204.30,0.00,LAX,443
104.21.208.25,4,4,0.00,204.30,0.00,LAX,443
104.21.196.50,4,4,0.00,204.30,0.00,LAX,443
104.21.203.132,4,4,0.00,204.30,0.00,LAX,443
104.21.195.129,4,4,0.00,204.30,0.00,LAX,443
104.21.199.213,4,4,0.00,204.30,0.00,LAX,443
172.65.248.254,4,4,0.00,204.31,0.00,SJC,443
104.21.210.4,4,4,0.00,204.31,0.00,LAX,443
104.21.201.239,4,4,0.00,204.31,0.00,LAX,443
104.21.211.35,4,4,0.00,204.31,0.00,LAX,443
104.21.197.178,4,4,0.00,204.31,0.00,LAX,443
104.21.15.42,4,4,0.00,204.31,0.00,LAX,443
104.24.177.194,4,4,0.00,204.32,0.00,LAX,443
104.16.168.30,4,4,0.00,204.32,0.00,LAX,443
104.16.161.74,4,4,0.00,204.32,0.00,LAX,443
172.67.72.136,4,4,0.00,204.32,0.00,SEA,443
104.25.201.229,4,4,0.00,204.32,0.00,LAX,443
104.24.174.20,4,4,0.00,204.33,0.00,LAX,443
104.24.175.5,4,4,0.00,204.33,0.00,LAX,443
172.67.232.143,4,4,0.00,204.33,0.00,LAX,443
172.67.249.69,4,4,0.00,204.33,0.00,LAX,443
104.24.56.192,4,4,0.00,204.35,0.00,LAX,443
104.16.220.16,4,4,0.00,204.35,0.00,LAX,443
104.21.118.82,4,4,0.00,204.36,0.00,LAX,443
104.21.116.78,4,4,0.00,204.36,0.00,LAX,443
104.24.90.139,4,4,0.00,204.36,0.00,LAX,443
104.24.63.3,4,4,0.00,204.36,0.00,LAX,443
104.24.239.198,4,4,0.00,204.36,0.00,LAX,443
172.66.41.226,4,4,0.00,204.39,0.00,SEA,443
104.24.228.189,4,4,0.00,204.41,0.00,LAX,443
104.24.39.104,4,4,0.00,204.41,0.00,LAX,443
104.24.52.236,4,4,0.00,204.41,0.00,LAX,443
104.18.211.143,4,4,0.00,204.41,0.00,LAX,443
104.16.223.225,4,4,0.00,204.42,0.00,LAX,443
104.16.235.8,4,4,0.00,204.42,0.00,LAX,443
104.16.230.17,4,4,0.00,204.42,0.00,LAX,443
104.16.129.234,4,4,0.00,204.43,0.00,LAX,443
104.16.160.203,4,4,0.00,204.43,0.00,LAX,443
162.159.229.155,4,4,0.00,204.43,0.00,LAX,443
104.25.145.106,4,4,0.00,204.44,0.00,LAX,443
104.24.251.85,4,4,0.00,204.45,0.00,LAX,443
104.21.207.79,4,4,0.00,204.45,0.00,LAX,443
172.67.65.89,4,4,0.00,204.46,0.00,SEA,443
172.67.66.41,4,4,0.00,204.46,0.00,SEA,443
104.16.132.37,4,4,0.00,204.47,0.00,LAX,443
104.16.137.178,4,4,0.00,204.47,0.00,LAX,443
104.16.124.79,4,4,0.00,204.47,0.00,LAX,443
104.16.163.235,4,4,0.00,204.47,0.00,LAX,443
104.16.97.196,4,4,0.00,204.47,0.00,LAX,443
104.16.170.100,4,4,0.00,204.47,0.00,LAX,443
104.16.102.99,4,4,0.00,204.47,0.00,LAX,443
104.16.121.191,4,4,0.00,204.47,0.00,LAX,443
104.21.202.27,4,4,0.00,204.47,0.00,LAX,443
162.159.230.253,4,4,0.00,204.47,0.00,LAX,443
104.25.82.12,4,4,0.00,204.48,0.00,LAX,443
104.25.70.93,4,4,0.00,204.48,0.00,LAX,443
104.18.219.239,4,4,0.00,204.49,0.00,LAX,443
104.24.61.127,4,4,0.00,204.49,0.00,LAX,443
104.18.141.35,4,4,0.00,204.49,0.00,LAX,443
162.159.248.174,4,4,0.00,204.49,0.00,LAX,443
104.20.19.76,4,4,0.00,204.51,0.00,LAX,443
104.20.37.50,4,4,0.00,204.52,0.00,LAX,443
104.24.181.152,4,4,0.00,204.52,0.00,LAX,443
104.16.164.125,4,4,0.00,204.55,0.00,LAX,443
104.16.229.33,4,4,0.00,204.55,0.00,LAX,443
104.25.75.241,4,4,0.00,204.55,0.00,LAX,443
104.18.222.60,4,4,0.00,204.56,0.00,LAX,443
104.25.214.38,4,4,0.00,204.56,0.00,LAX,443
104.25.213.96,4,4,0.00,204.56,0.00,LAX,443
104.25.217.110,4,4,0.00,204.56,0.00,LAX,443
104.27.21.64,4,4,0.00,204.56,0.00,LAX,443
104.16.142.163,4,4,0.00,204.57,0.00,LAX,443
104.16.172.220,4,4,0.00,204.57,0.00,LAX,443
104.16.116.123,4,4,0.00,204.57,0.00,LAX,443
104.18.68.151,4,4,0.00,204.57,0.00,LAX,443
104.18.67.23,4,4,0.00,204.57,0.00,LAX,443
104.18.65.182,4,4,0.00,204.57,0.00,LAX,443
104.19.24.195,4,4,0.00,204.59,0.00,LAX,443
104.21.62.222,4,4,0.00,204.60,0.00,LAX,443
104.21.61.186,4,4,0.00,204.60,0.00,LAX,443
172.67.86.230,4,4,0.00,204.61,0.00,LAX,443
104.24.248.86,4,4,0.00,204.61,0.00,LAX,443
104.24.241.245,4,4,0.00,204.61,0.00,LAX,443
104.16.228.21,4,4,0.00,204.62,0.00,LAX,443
104.16.224.38,4,4,0.00,204.62,0.00,LAX,443
104.16.171.193,4,4,0.00,204.62,0.00,LAX,443
104.16.100.37,4,4,0.00,204.62,0.00,LAX,443
104.16.139.170,4,4,0.00,204.62,0.00,LAX,443
104.16.136.164,4,4,0.00,204.62,0.00,LAX,443
104.21.212.54,4,4,0.00,204.62,0.00,LAX,443
104.24.157.47,4,4,0.00,204.62,0.00,LAX,443
104.24.164.127,4,4,0.00,204.62,0.00,LAX,443
104.24.233.90,4,4,0.00,204.63,0.00,LAX,443
104.19.15.61,4,4,0.00,204.64,0.00,LAX,443
104.20.24.116,4,4,0.00,204.64,0.00,LAX,443
172.64.187.134,4,4,0.00,204.64,0.00,LAX,443
104.24.134.149,4,4,0.00,204.65,0.00,LAX,443
172.67.85.53,4,4,0.00,204.67,0.00,LAX,443
172.67.84.143,4,4,0.00,204.67,0.00,LAX,443
104.21.63.241,4,4,0.00,204.67,0.00,LAX,443
104.21.14.12,4,4,0.00,204.68,0.00,LAX,443
104.25.212.172,4,4,0.00,204.69,0.00,LAX,443
104.25.216.194,4,4,0.00,204.69,0.00,LAX,443
104.25.215.113,4,4,0.00,204.69,0.00,LAX,443
104.20.33.98,4,4,0.00,204.69,0.00,LAX,443
104.20.57.25,4,4,0.00,204.69,0.00,FRA,443
172.67.92.131,4,4,0.00,204.71,0.00,LAX,443
172.67.93.251,4,4,0.00,204.71,0.00,LAX,443
104.16.134.234,4,4,0.00,204.71,0.00,LAX,443
104.18.163.119,4,4,0.00,204.71,0.00,LAX,443
104.18.66.218,4,4,0.00,204.72,0.00,LAX,443
104.19.25.192,4,4,0.00,204.72,0.00,LAX,443
104.21.60.151,4,4,0.00,204.73,0.00,LAX,443
162.159.231.183,4,4,0.00,204.73,0.00,LAX,443
104.16.214.96,4,4,0.00,204.74,0.00,LAX,443
104.16.212.213,4,4,0.00,204.74,0.00,LAX,443
172.67.168.110,4,4,0.00,204.74,0.00,SEA,443
104.16.237.63,4,4,0.00,204.74,0.00,LAX,443
104.25.68.228,4,4,0.00,204.76,0.00,LAX,443
104.27.37.214,4,4,0.00,204.77,0.00,LAX,443
104.24.129.12,4,4,0.00,204.77,0.00,LAX,443
172.66.42.83,4,4,0.00,204.77,0.00,SEA,443
104.24.243.31,4,4,0.00,204.77,0.00,LAX,443
104.24.245.174,4,4,0.00,204.77,0.00,LAX,443
104.24.252.86,4,4,0.00,204.77,0.00,LAX,443
104.24.242.170,4,4,0.00,204.77,0.00,LAX,443
104.27.96.4,4,4,0.00,204.78,0.00,LAX,443
162.159.241.195,4,4,0.00,204.79,0.00,LAX,443
172.66.47.14,4,4,0.00,204.79,0.00,SEA,443
198.41.206.91,4,4,0.00,204.80,0.00,LAX,443
104.16.234.240,4,4,0.00,204.80,0.00,LAX,443
162.159.23.84,4,4,0.00,204.80,0.00,LAX,443
104.24.31.211,4,4,0.00,204.81,0.00,LAX,443
104.24.34.97,4,4,0.00,204.81,0.00,LAX,443
104.24.37.24,4,4,0.00,204.81,0.00,LAX,443
104.21.49.10,4,4,0.00,204.81,0.00,LAX,443
104.21.54.247,4,4,0.00,204.81,0.00,LAX,443
104.21.48.175,4,4,0.00,204.81,0.00,LAX,443
104.24.240.250,4,4,0.00,204.81,0.00,LAX,443
172.64.148.251,4,4,0.00,204.82,0.00,LAX,443
172.64.149.232,4,4,0.00,204.82,0.00,LAX,443
108.162.193.47,4,4,0.00,204.82,0.00,LAX,443
141.101.121.238,4,4,0.00,204.82,0.00,LAX,443
190.93.245.68,4,4,0.00,204.82,0.00,LAX,443
104.24.154.137,4,4,0.00,204.82,0.00,LAX,443
104.18.159.88,4,4,0.00,204.82,0.00,LAX,443
104.18.150.118,4,4,0.00,204.83,0.00,LAX,443
104.21.1.228,4,4,0.00,204.83,0.00,LAX,443
172.67.88.245,4,4,0.00,204.83,0.00,LAX,443
172.67.87.80,4,4,0.00,204.83,0.00,LAX,443
104.24.72.137,4,4,0.00,204.84,0.00,LAX,443
104.20.63.54,4,4,0.00,204.85,0.00,FRA,443
104.21.51.6,4,4,0.00,204.85,0.00,LAX,443
104.21.53.122,4,4,0.00,204.85,0.00,LAX,443
104.24.76.207,4,4,0.00,204.86,0.00,LAX,443
104.21.2.74,4,4,0.00,204.88,0.00,LAX,443
104.18.196.89,4,4,0.00,204.89,0.00,LAX,443
104.27.10.158,4,4,0.00,204.90,0.00,LAX,443
104.27.15.82,4,4,0.00,204.90,0.00,LAX,443
172.66.46.47,4,4,0.00,204.90,0.00,SEA,443
172.67.90.170,4,4,0.00,204.90,0.00,LAX,443
172.67.89.125,4,4,0.00,204.90,0.00,LAX,443
104.20.58.51,4,4,0.00,204.91,0.00,FRA,443
104.24.130.156,4,4,0.00,204.91,0.00,LAX,443
104.24.166.6,4,4,0.00,204.91,0.00,LAX,443
162.159.62.7,4,4,0.00,204.91,0.00,LAX,443
104.16.215.217,4,4,0.00,204.92,0.00,LAX,443
104.20.30.42,4,4,0.00,204.92,0.00,LAX,443
104.27.93.145,4,4,0.00,204.92,0.00,LAX,443
104.18.69.178,4,4,0.00,204.93,0.00,LAX,443
104.18.64.38,4,4,0.00,204.93,0.00,LAX,443
104.18.71.235,4,4,0.00,204.93,0.00,LAX,443
104.16.95.40,4,4,0.00,204.94,0.00,LAX,443
104.16.91.189,4,4,0.00,204.94,0.00,LAX,443
104.16.92.213,4,4,0.00,204.94,0.00,LAX,443
162.159.26.214,4,4,0.00,204.94,0.00,LAX,443
172.64.35.72,4,4,0.00,204.95,0.00,LAX,443
172.64.152.226,4,4,0.00,204.95,0.00,HKG,443
104.25.77.223,4,4,0.00,204.96,0.00,LAX,443
104.24.33.158,4,4,0.00,204.96,0.00,LAX,443
104.21.239.253,4,4,0.00,204.97,0.00,LAX,443
162.159.228.37,4,4,0.00,204.97,0.00,LAX,443
104.16.211.26,4,4,0.00,204.99,0.00,LAX,443
104.16.50.127,4,4,0.00,204.99,0.00,LAX,443
104.24.36.105,4,4,0.00,204.99,0.00,LAX,443
